"","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"","Custom Apparel Youth - Kids","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"Item","Fabric","Size","Turnaround","Quantity","Print","Price","Column1","Column2","Column3","Column4","Column5","Column7","SKU"
